"_id","price_start","price_end","house_area","flats_property_i","city_i","area_i","place_i","shi","ting","wei","floor_i","floor_zhu_i","lng","lat","deposit_ya","deposit_pay","s_jsf","s_gycs","s_znms","s_atm","s_dskd","s_zskf","s_fjqj","s_24hba","s_bjwx","s_sqhd","c_chuang","c_yigui","c_shuzhuo","c_kongtiao","c_canzhuo","c_nuanqi","c_tv","c_ranqi","c_wbl","c_dcl","c_rsq","c_xyj","c_bx","c_wifi","c_sf","c_cg","c_yyj","update_time_i"
2496,1600,1600,20,2,4,11,125,3,2,1,20,16,116.3632330000,40.0811200000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496419200
2497,3700,3700,16,2,4,12,183,1,1,1,3,2,116.4445900000,39.9656200000,1,3,0,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1496592000
2498,1000,1000,26,2,4,12,112,1,1,1,2,2,116.6064760000,39.9518590000,1,3,0,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1496592000
2499,1800,1800,25,2,4,11,79,4,1,2,6,6,116.3350800000,40.0791200000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496160000
2500,1780,1780,20,2,4,12,140,3,1,1,20,10,116.5827600000,39.8735700000,1,3,0,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1495555200
2501,1850,1850,18,2,4,11,85,3,1,1,18,9,116.3783500000,40.0792500000,1,3,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1495900800
2502,1860,1860,20,2,4,11,125,3,1,1,6,2,116.3683800000,40.0758700000,1,3,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1495900800
2503,1950,1950,30,2,4,14,160,1,1,1,7,3,116.5491500000,39.8181200000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1496592000
2504,5490,5490,50,2,4,15,148,1,1,1,16,4,116.3595400000,39.9971600000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1496505600
2505,8800,8800,70,2,4,12,95,1,1,1,29,10,116.4808500000,39.9961200000,1,3,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496419200
2506,1700,1700,20,2,4,11,79,3,1,2,11,4,116.3271600000,40.0683000000,1,3,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1495900800
2507,1960,1960,25,2,4,11,79,3,1,2,11,6,116.3271600000,40.0683000000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496332800
2508,6800,6800,53,2,4,12,202,1,1,1,27,15,116.4562900000,39.9241200000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496419200
2509,2550,2550,15,1,4,12,166,3,1,1,26,12,116.4778300000,39.9082400000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496419200
2510,2500,2500,15,1,4,13,174,3,1,1,16,12,116.4146500000,39.8459300000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496332800
2511,2650,2650,20,1,4,11,79,3,1,1,7,4,116.3069700000,40.0674100000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496332800
2512,3200,3200,60,2,4,13,167,1,1,1,7,7,116.2558000000,39.8941700000,1,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1495728000
2513,3500,3500,22,2,4,12,92,1,1,1,1,1,116.5534200000,39.9074600000,1,3,0,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1496592000
2514,1000,1000,26,2,4,12,228,1,1,1,2,2,116.6064760000,39.9518590000,1,3,0,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1496592000
2515,1780,1780,20,1,4,11,85,3,1,1,6,3,116.3565900000,40.0745800000,1,3,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1496592000
2516,2200,2200,20,2,4,14,103,1,1,1,6,3,116.3045900000,39.9753000000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496505600
2517,1860,1860,18,1,4,11,85,4,2,2,6,5,116.3211600000,40.0681200000,1,3,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496246400
2518,2000,2000,20,1,4,11,85,3,1,2,15,3,116.3211600000,40.0681200000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496419200
2519,2000,2000,16,2,4,13,113,3,1,1,6,5,116.4354800000,39.8464700000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496332800
2520,1380,1380,25,2,4,11,123,5,2,1,17,17,116.2652100000,40.1216500000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1494432000
2521,2400,2400,35,2,4,11,85,3,1,2,15,6,116.3343700000,40.0757300000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496246400
2522,700,700,20,2,4,15,116,1,1,1,14,13,116.2805600000,40.2067000000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1496160000
2523,1760,1760,25,2,4,11,79,2,1,1,6,6,116.3350800000,40.0791200000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496505600
2524,1760,1760,28,2,4,15,91,3,1,1,8,6,116.3426000000,40.0636800000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496419200
2525,2850,2850,20,2,4,12,100,3,1,1,18,15,116.4517300000,39.9338000000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496592000
2526,990,990,8,2,4,12,140,3,1,1,20,18,116.5479000000,39.8452100000,1,3,0,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1495555200
2527,4999,4999,82,2,4,15,98,2,1,1,28,17,116.3097600000,40.0670400000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496246400
2528,4800,4800,90,2,4,12,109,2,2,1,24,19,116.5300500000,39.9588500000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496505600
2529,3400,3400,45,2,4,11,85,1,1,1,15,5,116.5017000000,39.8111900000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496332800
2530,6660,6660,54,2,4,15,217,1,1,1,26,20,116.3599000000,39.9536500000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1495382400
2532,750,750,18,2,4,15,98,1,1,1,25,5,116.2954000000,40.1456700000,1,3,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1496592000
2533,1750,1750,18,2,4,15,91,3,1,1,6,4,116.3482300000,40.0607100000,1,3,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1496592000
2534,2000,2000,21,2,4,12,118,3,1,1,9,2,116.5462400000,40.0375500000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1496592000
2535,2300,2300,20,2,4,14,103,1,1,1,6,5,116.6411200000,39.9005200000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1496505600
2536,2200,2200,12,1,4,13,179,3,1,1,23,4,116.3164700000,39.8871500000,1,3,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1496592000
2537,1800,1800,16,1,4,15,91,3,1,2,8,4,116.3426000000,40.0636800000,1,3,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1495814400
2539,6300,6300,90,2,4,11,85,3,1,1,16,4,116.3211600000,40.0681200000,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1496592000
2540,1860,1860,20,1,4,15,91,3,1,2,8,4,116.3317700000,39.7709400000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496160000
2541,2900,2900,86,2,4,11,123,2,1,1,16,10,116.2736800000,40.1499200000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496246400
2542,800,800,18,2,4,15,98,1,1,1,28,11,116.3186400000,40.0556000000,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1496419200
2543,1700,1700,15,1,4,11,85,3,1,1,6,5,116.3211600000,40.0681200000,1,3,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1496505600
2544,2000,2000,15,1,4,13,153,3,1,1,6,4,116.3726000000,39.8391000000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496419200
2545,5200,5200,83,2,4,15,98,2,1,1,17,6,116.3161900000,40.0552500000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1494259200
2546,3500,3500,50,2,4,11,85,1,1,1,6,3,116.3343700000,40.0757300000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496419200
2547,1660,1660,25,2,4,11,85,3,1,1,16,8,116.3770300000,40.0821400000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496332800
2548,3400,3400,45,2,4,11,85,1,1,1,6,2,116.3343700000,40.0757300000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496332800
2549,4400,4400,30,2,4,15,229,1,1,1,5,3,116.3423000000,39.9635700000,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1496592000
2550,6800,6800,53,2,4,12,100,1,1,1,27,10,116.4562900000,39.9241200000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1495900800
2551,1750,1750,35,2,4,16,82,1,1,1,6,2,116.5134120000,39.7932620000,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1496505600
2552,1960,1960,18,2,4,11,79,3,1,2,11,6,116.3372100000,40.0692600000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1495468800
2553,1600,1600,18,2,4,11,125,3,2,1,18,5,116.3632330000,40.0811200000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496419200
2554,1850,1850,20,2,4,13,99,2,1,0,13,8,116.2870100000,39.8044000000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1496592000
2556,2200,2200,20,1,4,11,79,3,2,2,20,8,116.3271600000,40.0683000000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496419200
2557,1860,1860,25,1,4,11,85,3,1,2,6,3,116.3343700000,40.0757300000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496332800
2558,1899,1899,20,1,4,11,85,3,1,1,6,2,116.3662500000,40.0841800000,1,3,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1496592000
2559,1860,1860,20,1,4,11,125,3,1,1,6,3,116.3683800000,40.0758700000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496246400
2560,1899,1899,15,1,4,11,79,3,1,2,11,8,116.3372100000,40.0692600000,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1496160000
2561,5190,5190,50,2,4,22,230,1,1,1,7,4,116.3771300000,39.9602300000,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1496592000
2562,7500,7500,45,2,4,12,165,1,1,1,31,9,116.4445000000,39.9063200000,1,3,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1496419200
2563,3260,3260,21,2,4,13,153,3,1,1,16,16,116.3649000000,39.8457700000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496592000
2564,1499,1499,18,2,4,11,125,3,1,1,18,9,116.3632330000,40.0811200000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496419200
2565,6250,6250,101,2,4,11,85,3,1,1,21,4,116.3211600000,40.0681200000,1,3,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496246400
2566,6800,6800,53,2,4,12,231,1,1,1,27,9,116.4562900000,39.9241200000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1495900800
2567,1950,1950,20,2,4,11,85,4,2,2,11,4,116.3326000000,40.0692900000,1,3,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1495900800
2568,9950,9950,139,2,4,12,109,3,2,2,5,4,116.5344300000,39.9648800000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496332800
2569,2350,2350,19,1,4,12,96,3,1,1,14,8,116.4140800000,40.0836400000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496332800
2570,2000,2000,28,2,4,12,77,1,1,1,4,2,116.5897000000,39.8937400000,1,3,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1495728000
2571,6360,6360,90,2,4,11,85,3,1,1,16,4,116.3211600000,40.0681200000,1,3,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1496592000
2573,6300,6300,112,2,4,11,85,3,1,1,6,4,116.5017000000,39.8111900000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1494086400
2574,1760,1760,20,2,4,11,125,3,1,1,16,6,116.3632330000,40.0811200000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496505600
2575,1800,1800,25,2,4,11,79,2,1,1,6,6,116.3350800000,40.0791200000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496246400
2576,6800,6800,53,2,4,12,100,1,1,1,27,16,116.4562900000,39.9241200000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1495900800
2577,1580,1580,12,2,4,12,92,3,1,1,8,3,116.5943600000,39.9023100000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496419200
2578,1960,1960,30,2,4,11,85,3,1,2,10,8,116.3565900000,40.0745800000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496246400
2579,7300,7300,85,2,4,12,130,2,1,1,28,11,116.4995600000,39.9469800000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1495296000
2580,2590,2590,43,2,4,16,178,1,1,1,11,9,116.3629700000,39.7720900000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1496592000
2581,1860,1860,20,1,4,11,85,3,1,2,6,3,116.3565900000,40.0745800000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496419200
2582,5080,5080,80,2,4,11,79,2,1,1,25,12,116.3115100000,40.0654800000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1493827200
2583,1900,1900,20,1,4,11,85,3,1,2,20,10,116.3211600000,40.0681200000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496419200
2584,1800,1800,20,1,4,12,118,3,1,1,11,1,116.5432340000,40.0336740000,1,3,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1495036800
2585,2700,2700,25,1,4,15,232,2,1,1,7,6,116.2357000000,39.8896500000,1,3,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1495728000
2586,2000,2000,20,1,4,15,91,3,1,2,8,4,116.3426000000,40.0636800000,1,3,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1495814400
2587,3560,3560,23,1,4,12,95,3,1,1,24,12,116.4731600000,40.0061800000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496592000
2588,2650,2650,19,1,4,15,116,3,1,1,8,5,116.3108700000,40.0355800000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496419200
2589,2590,2590,43,2,4,16,178,1,1,1,11,8,116.3632000000,39.7723500000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1496592000
2591,2750,2750,19,1,4,11,85,3,1,1,15,13,116.3055300000,40.0978500000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496592000
2592,2100,2100,30,1,4,11,85,3,1,2,11,9,116.3211600000,40.0681200000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496246400
2593,1800,1800,20,1,4,11,85,3,1,1,20,2,116.3783500000,40.0792500000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1494604800
2594,800,800,20,2,4,15,98,1,1,1,20,5,116.3186400000,40.0556000000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496419200
2595,2400,2400,28,1,4,11,85,3,1,2,6,2,116.3343700000,40.0757300000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496332800
2596,2500,2500,15,1,4,12,88,3,1,1,19,15,116.4999200000,39.8961600000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496419200
2598,2750,2750,20,2,4,11,79,3,1,1,14,6,116.3247600000,40.0741000000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496332800
2599,1800,1800,15,2,4,11,85,3,1,1,15,13,116.3320500000,40.0854400000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496332800
2600,1890,1890,20,2,4,13,99,2,2,1,12,8,116.2870100000,39.8044000000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1496592000
2601,1900,1900,20,2,4,15,91,3,2,1,10,6,116.3426000000,40.0636800000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496419200
2602,3000,3000,90,2,4,11,123,2,1,1,28,21,116.4745700000,40.1762800000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496505600
2603,1560,1560,25,1,4,11,79,3,1,1,20,7,116.3271600000,40.0683000000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496332800
2605,1590,1590,16,1,4,12,141,3,1,1,12,11,116.5281100000,39.9239100000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496592000
2606,2600,2600,20,1,4,11,79,3,2,2,20,9,116.3271600000,40.0683000000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496419200
2607,3000,3000,20,2,4,12,75,3,1,1,17,12,116.4772000000,39.8761500000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496592000
2608,3280,3280,28,2,4,15,134,3,1,1,18,8,116.3725300000,39.9778100000,1,3,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1495209600
2609,2200,2200,20,2,4,14,103,1,1,1,6,3,116.6411200000,39.9005200000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1496592000
2610,1950,1950,20,2,4,15,98,4,2,2,11,4,116.3326000000,40.0692900000,1,3,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1495900800
2611,2200,2200,22,2,4,12,95,3,1,1,11,2,116.5474300000,40.0334600000,1,3,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1495728000
2612,4000,4000,89,2,4,12,109,2,1,1,29,22,116.5301000000,39.9652000000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496332800
2613,1490,1490,15,1,4,11,85,3,1,1,16,9,116.3783500000,40.0792500000,1,3,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1496592000
2614,2870,2870,16,1,4,13,179,3,1,1,21,12,116.3194100000,39.8898200000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496419200
2615,4000,4000,59,2,4,11,85,1,1,1,6,4,116.5017000000,39.8111900000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496419200
2616,2750,2750,17,1,4,12,90,3,1,1,18,15,116.5219500000,39.9131000000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496419200
2617,800,800,18,2,4,11,123,1,1,1,28,3,116.2736800000,40.1499200000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0,1496419200
2618,3999,3999,40,2,4,12,152,1,1,1,3,2,116.3371800000,40.0543600000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1496592000
2619,1760,1760,20,1,4,11,125,3,1,1,6,3,116.3632330000,40.0811200000,1,3,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1496592000
2620,4800,4800,80,2,4,15,98,2,1,1,20,13,116.3097600000,40.0670400000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496419200
2621,1800,1800,20,1,4,11,79,3,2,2,18,12,116.3271600000,40.0683000000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496419200
2622,4150,4150,60,2,4,11,79,1,1,1,20,8,116.3271600000,40.0683000000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496419200
2623,3000,3000,19,1,4,12,96,3,1,1,15,7,116.4328800000,40.0458900000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496332800
2624,1600,1600,25,1,4,11,125,3,1,1,6,3,116.3632330000,40.0811200000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496246400
2625,4860,4860,80,1,4,11,85,3,1,2,25,12,116.3097600000,40.0670400000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1494172800
2626,1350,1350,23,1,4,14,105,3,1,1,6,2,116.2311000000,40.2263400000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1495987200
2627,2000,2000,20,1,4,11,79,3,1,2,16,8,116.3271600000,40.0683000000,1,3,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1495814400
2628,2599,2599,25,2,4,12,84,1,1,1,1,1,116.5677200000,39.9108000000,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1496592000
2629,1860,1860,25,1,4,11,79,3,1,1,11,8,116.3271600000,40.0683000000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496332800
2631,6200,6200,90,2,4,11,85,3,1,1,16,4,116.3211600000,40.0681200000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496419200
2632,2890,2890,17,2,4,13,179,3,1,1,31,23,116.2991700000,39.8859400000,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496419200
